user_id,gender,age
e005321,1,60
e005327,1,20
e005331,1,30
e005334,0,20
e005335,0,20
e005340,0,20
e005341,0,20
e005344,0,30
e005345,1,20
e005351,1,20
e005353,0,20
e005360,0,40
e005368,1,20
e005370,1,40
e005384,0,20
e005391,1,60
e005395,1,50
e005399,0,30
e005404,1,30
e005407,0,30
e005408,1,20
e005418,1,20
e005421,0,30
e005423,1,30
e005438,0,30
e005440,1,30
e005442,1,50
e005443,0,40
e005446,0,30
e005447,1,20
e005448,1,20
e005457,0,30
e005472,0,20
e005476,1,20
e005480,1,30
e005483,1,30
e005484,0,30
e005485,0,20
e005488,1,20
e005495,1,30
e005497,1,30
e005504,1,20
e005506,0,20
e005510,0,40
e005517,0,20
e005518,1,30
e005527,0,30
e005528,0,30
e005532,0,50
e005551,1,20
e005553,0,40
e005555,1,20
e005562,1,40
e005567,1,20
e005568,1,30
e005570,1,60
e005573,1,40
e005575,1,30
e005577,1,20
e005579,0,20
e005585,1,30
e005590,1,20
e005591,0,20
e005598,1,20
e005599,1,20
e005602,1,20
e005605,1,40
e005617,0,30
e005619,0,20
e005627,1,40
e005642,1,20
e005645,1,20
e005661,1,40
e005662,0,20
e005664,1,20
e005665,1,50
e005676,1,30
e005679,0,30
e005682,1,20
e005706,1,20
e005709,0,50
e005711,1,60
e005713,1,30
e005716,1,30
e005718,0,30
e005738,0,40
e005745,0,30
e005752,0,30
e005759,0,20
e005763,0,30
e005765,0,40
e005775,1,50
e005781,1,20
e005790,0,30
e005793,1,40
e005803,0,20
e005804,1,30
e005807,1,30
e005810,1,20
e005813,1,20
e005822,0,40
e005826,1,60
e005831,0,20
e005833,0,20
e005840,0,20
e005853,1,20
e005858,1,20
e005860,1,60
e005862,1,30
e005863,1,40
e005865,1,20
e005876,1,30
e005885,1,20
e005886,0,30
e005891,0,40
e005899,0,40
e005910,1,30
e005915,1,30
e005920,0,20
e005922,1,20
e005926,1,60
e005930,1,20
e005935,1,30
e005938,0,30
e005940,0,50
e005945,0,30
e005947,1,40
e005961,1,30
e005965,0,30
e005970,1,40
e005973,0,20
e005978,1,20
e005999,1,20
e006003,0,20
e006005,1,20
e006014,1,30
e006016,1,60
e006022,1,40
e006025,1,20
e006028,1,20
e006029,1,40
e006030,1,30
e006032,0,30
e006033,0,20
e006039,1,40
e006041,0,20
e006042,0,60
e006050,0,40
e006052,0,40
e006057,1,60
e006059,1,30
e006069,1,20
e006073,1,60
e006081,1,20
e006086,1,20
e006090,1,30
e006098,1,30
e006100,0,30
e006128,1,20
e006133,0,20
e006136,1,20
e006145,1,40
e006151,0,20
e006153,0,30
e006157,1,30
e006161,1,40
e006177,0,60
e006179,1,30
e006195,0,50
e006198,1,40
e006203,1,20
e006208,0,20
e006213,0,40
e006214,1,20
e006218,0,30
e006221,0,30
e006224,1,20
e006225,1,20
e006226,1,40
e006251,1,20
e006255,0,40
e006261,0,20
e006272,1,30
e006291,1,60
e006309,0,30
e006314,1,20
e006315,1,40
e006321,0,20
e006324,1,20
e006333,0,60
e006341,1,20
e006348,1,40
e006351,0,60
e006352,1,40
e006355,1,20
e006359,1,40
e006371,1,20
e006406,0,30
e006407,0,20
e006414,0,40
e006416,1,20
e006422,1,30
e006423,0,30
e006424,1,20
e006432,1,50
e006439,1,30
e006446,1,20
e006447,0,20
e006448,0,60
e006452,1,20
e006458,1,30
e006460,1,40
e006463,1,30
e006466,0,30
e006474,1,60
e006483,1,20
e006486,0,60
e006489,0,40
e006491,0,60
e006492,1,60
e006495,1,20
e006497,0,40
e006505,1,20
e006506,0,30
e006507,0,20
e006510,0,20
e006513,1,20
e006517,0,60
e006528,1,20
e006529,1,40
e006531,1,30
e006534,0,30
e006537,1,30
e006544,1,20
e006546,0,60
e006550,1,60
e006552,1,20
e006553,0,40
e006554,0,50
e006555,0,30
e006557,1,30
e006570,0,40
e006572,1,20
e006575,1,20
e006577,1,40
e006585,1,20
e006587,0,30
e006588,0,60
e006591,0,30
e006592,0,30
e006593,1,20
e006600,1,50
e006602,1,40
e006783,1,30
e006785,1,40
e006786,0,30
e006788,1,30
e006789,1,30
e006791,0,20
e006793,1,50
e006794,0,40
e006795,0,30
e006796,0,40
e006800,1,30
e006801,0,30
e006802,0,30
e006804,1,20
e006805,0,30
e006808,1,60
e006810,1,30
e006813,1,30
e006815,1,20
e006816,0,30
e006818,1,40
e006820,1,30
e006823,1,30
e006826,1,30
e006828,1,30
e006830,1,40
e006831,1,30
e006833,0,30
e006834,1,60
e006837,1,60
e006840,1,40
e006844,0,40
e006845,1,20
e006846,1,30
e006849,0,60
e006851,0,40
e006852,0,60
e006853,1,60
e006854,1,60
e006855,1,40
e006856,1,40
e006857,1,50
e006861,1,30
e006862,1,20
e006863,0,30
e006865,1,30
e006867,1,40
e006869,1,20
e006871,1,30
e006874,1,50
e006875,1,30
e006876,1,20
e006877,0,30
e006879,0,30
e006880,0,50
e006882,1,30
e006883,0,60
e006884,0,30
e006886,0,20
e006887,1,20
e006890,0,40
e006892,0,20
e006893,1,30
e006894,1,30
e006895,0,60
e006896,1,40
e006897,1,30
e006899,0,20
e006900,1,20
e006901,0,30
e006902,1,20
e006905,1,30
e006906,1,20
e006907,0,30
e006908,0,40
e006909,1,30
e006911,1,40
e006912,1,20
e006913,1,30
e006914,0,30
e006915,1,40
e006917,0,50
e006918,0,40
e006919,0,40
e006920,0,30
e006921,0,60
e006922,0,40
e006924,0,40
e006926,1,20
e006927,0,40
e006929,0,40
e006930,1,60
e006932,0,60
e006933,0,20
e006934,0,30
e006935,0,40
e006936,1,40
e006937,0,60
e006939,1,20
e006941,0,40
e006944,1,60
e006945,1,50
e006946,1,60
e006947,1,20
e006949,0,40
e006950,1,30
e006951,0,60
e006952,1,30
e006953,1,40
e006954,0,30
e006955,0,30
e007132,1,30
e007137,0,40
e007139,1,50
e007145,0,30
e007155,1,20
e007166,1,30
e007167,1,50
e007169,1,40
e007170,0,60
e007172,1,60
e007174,1,20
e007175,1,20
e007192,1,30
e007193,1,20
e007196,1,30
e007198,1,40
e007200,0,20
e007202,1,30
e007203,0,20
e007205,1,20
e007207,0,20
e007213,1,30
e007214,0,30
e007216,1,30
e007217,0,60
e007218,1,20
e007219,1,30
e007221,0,30
e007227,1,20
e007228,1,30
e007231,1,60
e007236,0,30
e007239,0,40
e007242,1,20
e007243,1,40
e007245,1,30
e007249,1,30
e007255,0,20
e007268,0,50
e007269,0,50
e007270,0,40
e007272,1,40
e007277,0,60
e007289,1,30
e007294,1,30
e007296,1,20
e007301,0,30
e007304,0,30
e007306,0,20
e007310,0,40
e007311,0,30
e007312,0,30
e007315,0,20
e007316,1,20
e007328,1,50
e007332,1,20
e007334,0,40
e007338,0,20
e007339,0,40
e007341,1,30
e007342,1,20
e007354,0,20
e007357,0,50
e007362,0,30
e007368,1,20
e007379,1,20
e007385,1,30
e007388,1,20
e007391,0,20
e007394,0,20
e007399,0,40
e007402,1,30
e007403,1,20
e007408,1,30
e007409,1,40
e007421,1,30
e007425,1,20
e007430,1,30
e007431,1,20
e007437,1,20
e007441,0,30
e007450,1,20
e007452,1,20
e007453,1,20
e007460,0,20
e007474,1,40
e007480,0,20
e007482,1,20
e007484,1,30
e007488,1,20
e007491,1,60
e007496,0,30
e007497,0,30
e007504,1,20
e007509,1,30
e007512,0,20
e007515,0,20
e007518,0,20
e007527,0,30
e007533,1,60
e007534,1,30
e007538,1,20
e007540,0,40
e007546,1,60
e007548,1,40
e007552,1,40
e007557,0,40
e007562,1,20
e007567,1,50
e007572,1,30
e007573,1,30
e007574,0,60
e007575,0,30
e007581,1,30
e007583,0,20
e007584,1,30
e007585,1,30
e007586,1,60
e007590,1,30
e007591,1,30
e007593,1,20
e007597,1,30
e007598,1,20
e007603,0,30
e007606,1,40
e007607,1,20
e007610,1,20
e007615,0,30
e007621,1,60
e007625,1,30
e007631,0,20
e007634,1,20
e007637,0,30
e007643,1,20
e007647,0,20
e007653,1,20
e007656,1,30
e007660,1,20
e007673,1,40
e007674,1,40
e007677,1,30
e007678,1,40
e007679,1,20
e007682,0,30
e007684,0,30
e007689,1,20
e007690,0,30
e007693,0,60
e007704,1,20
e007705,1,30
e007708,1,30
e007714,0,60
e007743,1,20
e007745,1,20
e007746,1,20
e007748,0,30
e007749,1,30
e007752,1,40
e007753,1,40
e007756,0,60
e007757,1,20
e007758,1,40
e007759,0,40
e007760,1,20
e007761,0,30
e007762,0,40
e007764,0,60
e007765,1,60
e007766,0,40
e007767,1,30
e007768,0,50
e007770,1,20
e007772,1,60
e007773,1,40
e007775,1,30
e007778,0,30
e007779,1,20
e007781,1,30
e007783,0,30
e007788,0,40
e007789,1,30
e007791,1,30
e007792,1,60
e007793,0,20
e007794,1,40
e007796,1,40
e007797,0,30
e007800,0,30
e007802,1,30
e007803,1,40
e007804,1,30
e007806,1,30
e007807,1,40
e007809,0,40
e007812,1,60
e007815,0,30
e007816,0,30
e007817,0,50
e007818,0,30
e007819,0,30
e007821,1,40
e007822,0,30
e007825,0,30
e007826,1,40
e007829,1,30
e007831,0,30
e007832,0,30
e007833,0,30
e007834,0,40
e007835,1,30
e007836,1,40
e007837,0,40
e007838,1,30
e007839,0,20
e007844,1,40
e007845,1,60
e007847,0,40
e007848,0,30
e007850,1,30
e007851,0,30
e007852,1,40
e007853,0,40
e007856,0,30
e007858,0,40
e007860,1,60
e007861,1,30
e007862,1,40
e007863,1,40
e007866,0,30
e007867,0,60
e007868,1,30
e007869,1,40
e007870,0,60
e007871,1,40
e007872,0,40
e007875,0,60
e007876,1,60
e007878,0,30
e007879,1,40
e007882,0,30
e007883,0,20
e007885,1,50
e007886,1,40
e007890,0,40
e007895,0,20
e007914,1,20
e007925,0,30
e007937,1,20
e007971,1,20
e007976,0,40
e007977,1,30
e007979,1,30
e007981,1,40
e007995,0,30
e008006,1,20
e008007,1,20
e008027,1,30
e008030,0,20
e008048,0,40
e008053,1,20
e008056,0,30
e008057,1,20
e008069,0,20
e008076,1,20
e008079,0,40
e008089,0,40
e008098,0,20
e008113,0,40
e008119,1,20
e008124,0,20
e008129,1,40
e008133,1,40
e008165,0,20
e008170,0,30
e008174,0,40
e008178,1,30
e008181,0,20
e008195,1,30
e008201,1,20
e008211,1,30
e008214,1,20
e008218,1,30
e008226,0,40
e008231,1,20
e008243,1,20
e008245,0,20
e008247,0,20
e008250,0,40
e008258,1,40
e008283,0,40
e008286,1,30
e008290,0,50
e008291,1,30
e008292,0,40
e008293,1,30
e008294,1,20
e008295,1,30
e008296,1,20
e008297,1,30
e008298,1,40
e008299,1,40
e008300,0,30
e008301,0,30
e008302,1,30
e008303,0,40
e008304,1,30
e008305,0,50
e008307,1,50
e008309,0,60
e008310,0,30
e008311,1,40
e008312,1,30
e008313,0,60
e008319,1,30
e008320,1,30
e008321,1,30
e008322,0,30
e008323,1,40
e008324,1,20
e008326,1,40
e008328,0,30
e008329,0,40
e008330,1,60
e008332,1,30
e008333,1,30
e008334,1,40
e008338,1,50
e008341,1,20
e008342,1,20
e008344,1,50
e008346,0,20
e008347,1,40
e008348,0,40
e008354,1,30
e008355,1,20
e008364,0,30
e008369,1,20
e008390,0,20
e008404,0,20
e008407,1,30
e008414,1,30
e008478,1,20
e008483,1,20
e008489,1,30
e008506,0,30
e008508,0,20
e008510,0,30
e008514,0,20
e008520,0,60
e008528,0,20
e008530,1,20
e008534,1,50
e008545,1,20
e008547,1,30
e008560,1,30
e008562,0,30
e008565,1,20
e008577,1,20
e008583,0,40
e008606,1,20
e008648,1,30
e008650,0,20
e008656,1,20
e008658,1,40
e008664,1,20
e008666,0,40
e008672,1,20
e008677,0,20
e008686,1,20
e008695,0,30
e008711,1,20
e008722,0,20
e008723,1,20
e008735,0,30
e008736,0,20
e008740,1,20
e008746,1,20
e008771,0,20
e008785,1,20
e008790,1,20
e008798,0,20
e008803,1,20
e008809,1,20
e008810,1,20
e008881,0,30
e008897,1,30
e008908,1,20
e008911,1,20
e008914,1,20
e008918,1,20
e008954,1,20
e008957,0,20
e008970,0,20
e008982,1,20
e008999,1,20
e009006,1,20
e009028,1,30
e009043,0,20
e009055,1,20
e009056,0,20
e009078,0,20
e009081,1,20
e009102,1,20
e009106,0,40
e009112,1,20
e009122,1,40
e009147,1,20
e009156,1,30
e009168,0,30
e009180,0,20
e009181,1,20
e009186,1,30
e009194,0,30
e009224,1,30
e009260,1,20
e009279,1,20
e009287,1,20
e009305,1,20
e009339,0,60
e009343,1,20
e009361,1,30
e009366,1,30
e009374,1,20
e009380,1,20
e009382,0,40
e009397,1,30
e009412,1,20
e009419,0,30
e009457,1,20
e009465,1,30
e009496,1,30
e009504,0,20
e009505,0,30
e009513,1,40
e009517,1,30
e009536,0,40
e009539,0,30
e009550,1,30
e009556,0,30
e009566,1,20
e009567,1,20
e009572,1,20
e009575,0,20
e009590,0,40
e009592,1,20
e009593,0,20
e009601,1,30
e009622,1,20
e009627,0,20
e009629,1,60
e009632,0,20
e009634,1,20
e009636,1,30
e009655,0,60
e009659,1,20
e009660,1,50
e009675,0,20
e009684,1,40
e009686,1,20
e009694,1,20
e009695,1,40
e009700,1,20
e009702,1,20
e009738,1,20
e009740,1,20
e009752,0,30
e009757,0,20
e009762,1,20
e009770,1,30
e009771,0,20
e009772,1,30
e009800,0,20
e009806,1,20
e009814,0,20
e009836,1,20
e009841,1,20
e009845,1,20
e009857,1,20
e009858,0,40
e009876,0,20
e009895,0,30
e009909,1,30
e009910,0,60
e009925,1,20
e009940,0,20
e009943,1,20
e009951,1,40
e009957,0,20
e009968,1,20
e010014,0,30
e010017,1,20
e010028,0,20
e010037,0,20
e010043,1,20
e010049,0,20
e010055,1,30
e010064,1,20
e010076,0,40
e010097,1,30
e010104,1,50
e010106,1,30
e010125,0,20
e010129,1,20
e010150,0,20
e010160,1,20
e010164,1,40
e010174,1,20
e010198,0,20
e010199,1,40
e010200,0,40
e010205,1,30
e010220,1,20
e010221,1,60
e010222,1,20
e010230,1,20
e010231,1,60
e010233,1,20
e010237,0,40
e010238,1,30
e010239,0,20
e010240,0,30
e010243,0,40
e010247,0,40
e010248,1,20
e010249,0,20
e010251,1,50
e010252,1,50
e010254,1,20
e010255,1,30
e010256,1,60
e010259,1,20
e010261,0,30
e010263,1,30
e010265,0,20
e010268,0,60
e010270,1,20
e010271,1,30
e010272,1,40
e010274,1,20
e010277,0,20
e010281,1,20
e010302,1,20
e010313,0,20
e010316,1,30
e010322,1,30
e010325,1,20
e010336,0,20
e010343,1,40
e010355,1,40
e010365,1,20
e010366,1,30
e010370,0,20
e010371,1,30
e010372,0,20
e010375,0,20
e010377,0,40
e010386,0,40
e010387,1,40
e010390,0,20
e010404,1,30
e010415,0,40
e010434,1,40
e010442,0,20
e010462,1,20
e010492,1,20
e010517,1,20
e010522,1,60
e010531,1,50
e010539,0,20
e010553,0,30
e010560,1,40
e010578,1,40
e010598,1,20
e010608,0,20
e010636,0,40
e010659,0,60
e010660,0,20
e010673,1,30
e010678,1,20
e010683,0,20
e010689,1,20
e010700,1,20
e010712,1,40
e010713,1,20
e010715,0,20
e010716,1,30
e010720,1,20
e010722,1,20
e010724,1,20
e010729,1,20
e010734,0,20
e010735,1,20
e010736,0,60
e010740,1,20
e010741,0,20
e010744,1,40
e010747,1,20
e010753,1,20
e010755,1,60
e010759,1,20
e010763,0,30
e010765,1,60
e010766,0,40
e010769,0,20
e010773,1,30
e010775,0,20
e010779,1,20
e010782,0,20
e010798,1,20
e010803,0,30
e010812,0,30
e010814,0,30
e010831,0,30
e010838,0,20
e010843,1,20
e010850,0,20
e010852,1,40
e010863,1,20
e010868,1,40
e010884,1,30
e010893,1,30
e010900,0,20
e010915,0,30
e010921,1,20
e010926,1,30
e010935,1,20
e010937,1,20
e010939,1,20
e010948,1,20
e010955,0,20
e010969,1,20
e010978,0,60
e010979,1,40
e010984,0,20
e010990,1,30
e010991,0,30
e011007,1,30
e011029,0,30
e011037,1,30
e011039,1,20
e011046,0,30
e011054,1,40
e011058,1,20
e011062,0,30
e011070,1,20
e011095,1,20
e011100,1,50
e011125,1,20
e011128,1,20
e011130,1,20
e011132,0,20
e011150,0,20
e011151,0,30
e011167,1,20
e011186,0,40
e011187,1,20
e011208,0,30
e011214,1,20
e011215,0,20
e011218,1,20
e011239,1,20
e011246,0,30
e011247,1,20
e011252,0,20
e011254,0,30
e011360,0,20
e011371,1,30
e011377,1,20
e011379,0,30
e011389,1,30
e011393,1,20
e011396,1,20
e011399,1,40
e011405,0,30
e011406,1,20
e011407,0,20
e011408,1,40
e011413,1,30
e011417,1,20
e011421,1,30
e011422,0,40
e011429,1,30
e011430,1,20
e011431,1,30
e011432,1,20
e011433,1,20
e011435,1,30
e011438,1,20
e011446,0,30
e011462,1,20
e011466,1,30
e011473,0,30
e011482,1,20
e011483,1,20
e011486,0,30
e011488,0,20
e011489,1,20
e011490,1,50
e011498,1,40
e011505,0,20
e011538,0,20
e011552,0,20
e011567,1,20
e011570,1,30
e011572,1,20
e011574,0,30
e011575,0,20
e011576,1,20
e011580,1,20
e011581,1,20
e011582,1,40
e011583,1,60
e011588,0,40
e011592,0,20
e011596,0,20
e011627,1,30
e011630,0,20
e011631,1,30
e011632,1,20
e011637,0,30
e011641,0,30
e011643,1,30
e011693,1,40
e011715,1,30
e011737,1,20
e011742,0,30
e011752,0,20
e011756,1,20
e011758,1,20
e011779,1,20
e011783,1,20
e011784,0,30
e011787,0,20
e011803,1,30
e011858,1,20
e011866,0,20
e011868,1,30
e011869,1,20
e011873,0,20
e011885,0,30
e011903,0,30
e011941,1,40
e011956,0,20
e012026,1,30
e012047,0,20
e012049,0,30
e012063,1,20
e012070,1,20
e012074,0,20
e012107,0,20
e012132,1,20
e012137,1,20
e012144,1,20
e012167,1,40
e012180,1,40
e012192,0,30
e012194,1,30
e012221,0,20
e012232,1,30
e012240,1,40
e012242,1,30
e012246,1,20
e012264,1,20
e012268,1,30
e012305,0,40
e012344,0,30
e012346,1,20
e012349,1,20
e012357,1,30
e012389,1,20
e012429,0,30
e012487,1,20
e012488,1,20
e012497,1,50
e012514,1,60
e012554,0,20
e012583,1,30
e012622,1,20
e012636,1,30
e012682,1,40
e012694,0,20
e012710,1,40
e012748,0,30
e012760,1,20
e012761,0,30
e012805,1,20
e012976,1,20
e013029,1,60
e013030,0,40
e013031,0,40
e013032,1,40
e013035,1,50
e013041,1,30
e013050,0,50
e013053,0,30
e013055,1,40
e013062,0,20
e013063,1,20
e013069,1,50
e013070,0,60
e013077,0,60
e013094,0,30
e013101,0,60
e013103,0,40
e013106,0,50
e013125,0,50
e013127,0,40
e013128,0,20
e013131,0,30
e013132,1,20
e013134,0,50
e013143,1,30
e013144,0,50
e013149,1,30
e013179,1,20
e013184,0,50
e013188,1,30
e013282,1,20
f000001,0,30
f000004,0,50
f000007,0,40
f000012,0,30
f000014,0,30
f000015,0,20
f000019,1,40
f000021,1,60
f000022,0,50
f000023,0,50
f000026,0,30
f000028,0,50
f000029,1,30
f000030,1,20
f000031,1,40
f000032,1,50
f000034,1,40
f000038,0,50
f000039,1,30
f000041,0,40
f000044,0,40
f000264,0,20
f000265,0,50
f000268,1,40
f000269,1,30
f000270,1,20
f000272,1,30
f000273,1,40
f000274,0,40
f000275,1,20
f000278,0,40
f000279,0,20
f000280,1,50
f000281,1,30
f000282,1,30
f000293,0,40
f000296,1,40
f000297,0,50
f000298,1,40
f000301,0,30
f000304,0,50
f000311,1,40
f000317,1,40
f000318,1,40
f000319,0,20
f000320,0,40
f000323,1,20
f000324,1,40
f000326,0,50
f000328,0,40
f000332,1,50
f000333,0,30
f000334,1,50
f000336,1,50
f000337,0,30
f000339,1,30
f000340,0,30
f000341,1,30
f000342,1,30
f000344,1,40
f000348,0,50
f000352,1,40
f000354,1,20
f000355,1,30
f000356,1,40
f000357,1,20
f000362,0,20
f000366,1,30
f000368,1,20
f000369,1,40
f000370,0,50
f000371,0,40
f000373,1,40
f000374,1,40
f000376,1,20
f000379,1,40
f000380,0,20
f000381,1,40
f000383,1,40
f000387,1,30
f000390,1,20
f000391,0,40
f000392,1,40
f000393,1,30
f000394,1,40
f000396,1,50
f000398,1,40
f000399,1,20
f000400,1,50
f000402,1,20
f000405,1,30
f000407,0,30
f000409,0,30
f000411,1,40
f000412,0,20
f000413,0,40
f000416,1,30
f000417,0,30
f000418,1,30
f000419,1,30
f000422,0,40
f000423,1,50
f000424,1,50
f000426,0,30
f000428,0,60
f000430,0,30
f000431,0,20
f000432,0,40
f000434,1,20
f000435,1,30
f000438,0,30
f000439,1,50
f000440,1,40
f000441,0,50
f000442,1,50
f000444,1,40
f000445,1,20
f000446,1,20
f000447,1,40
f000448,1,30
f000450,1,40
f000452,1,40
f000453,1,30
f000456,0,20
f000458,1,40
f000459,1,50
f000460,1,40
f000463,1,50
f000464,1,30
f000467,1,40
f000471,1,30
f000472,1,40
f000474,0,30
f000476,1,40
f000479,1,30
f000480,1,50
f000481,0,40
f000486,1,20
f000488,1,40
f000491,0,30
f000495,0,30
f000497,1,30
f000499,1,40
f000501,1,40
f000502,0,40
f000503,0,40
f000504,1,40
f000505,1,30
f000507,0,40
f000509,1,30
f000512,0,20
f000515,1,30
f000517,0,40
f000519,0,40
f000523,1,40
f000526,0,50
f000527,1,40
f000529,1,30
f000531,1,40
f000540,1,50
f000545,1,40
f000557,0,40
f000560,1,30
f000563,1,20
f000565,0,30
f000566,0,50
f000567,1,40
f000570,0,30
f000573,1,30
f000575,1,20
f000576,1,40
f000578,0,50
f000581,1,50
f000582,0,20
f000583,1,30
f000587,1,20
f000588,1,20
f000590,1,30
f000592,1,60
f000593,1,50
f000595,1,40
f000599,1,30
f000600,0,30
f000601,1,20
f000603,0,30
f000604,1,20
f000605,1,40
f000606,1,30
f000608,1,60
f000610,1,20
f000612,0,40
f000613,1,30
f000614,0,20
f000616,1,20
f000618,1,40
f000621,1,30
f000622,0,40
f000623,1,20
f000624,0,30
f000625,1,40
f000626,0,40
f000633,0,30
f000634,1,50
f000635,0,40
f000642,1,40
f000643,1,40
f000645,0,30
f000646,0,50
f000654,1,50
f000658,1,30
f000659,0,40
f000662,1,30
f000663,0,50
f000667,1,20
f000668,0,30
f000674,0,40
f000675,1,20
f000677,1,50
f000679,1,30
f000680,0,30
f000681,1,30
f000684,1,20
f000685,1,30
f000686,0,40
f000692,1,50
f000693,1,40
f000695,0,30
f000696,1,30
f000697,1,40
f000699,0,40
f000701,1,20
f000703,1,60
f000704,0,50
f000705,1,20
f000707,0,40
f000708,0,30
f000709,1,20
f000711,0,30
f000713,1,30
f000717,0,50
f000720,1,40
f000721,1,40
f000723,1,20
f000724,1,40
f000726,1,40
f000728,1,40
f000731,1,50
f000733,1,30
f000734,1,40
f000735,0,20
f000736,1,30
f000738,0,60
f000739,1,50
f000741,0,50
f000744,1,40
f000746,0,40
f000747,0,20
f000748,0,40
f000749,1,40
f000751,1,40
f000754,0,30
f000755,0,40
f000757,1,30
f000760,0,40
f000761,0,20
f000762,1,50
f000764,1,20
f000769,1,20
f000770,0,40
f000773,1,40
f000776,0,20
f000778,1,20
f000779,1,30
f000783,1,40
f000785,1,30
f000786,1,30
f000787,0,20
f000788,0,50
f000789,0,50
f000792,1,50
f000793,0,50
f000794,1,30
f000797,1,30
f000798,0,50
f000799,0,40
f000801,1,40
f000802,0,40
f000804,0,30
f000805,1,30
f000806,0,30
f000807,1,30
f000809,1,20
f000813,1,40
f000814,1,30
f000815,0,30
f000816,1,20
f000817,0,40
f000818,0,30
f000820,1,50
f000822,0,30
f000825,1,20
f000826,0,40
f000827,1,50
f000828,1,40
f000832,0,30
f000834,0,40
f000839,1,50
f000842,1,40
f000843,0,60
f000845,1,20
f000848,0,50
f000849,1,20
f000851,1,20
f000854,1,20
f000855,1,60
f000858,0,30
f000859,0,40
f000861,0,30
f000864,0,20
f000867,0,40
f000873,1,30
f000874,1,20
f000875,0,50
f000876,1,50
f000877,1,50
f000880,1,30
f000881,1,30
f000885,1,40
f000887,0,20
f000888,1,50
f000890,0,30
f000893,0,30
f000894,0,20
f000895,1,50
f000896,1,40
f000897,1,30
f000900,0,40
f000903,1,40
f000904,1,20
f000905,1,20
f000906,1,40
f000908,0,30
f000912,0,40
f000913,0,30
f000914,1,40
f000916,0,30
f000918,1,20
f000919,0,40
f000926,1,40
f000927,1,40
f000928,0,40
f000929,1,50
f000931,1,60
f000932,1,20
f000933,1,20
f000936,1,20
f000942,1,20
f000943,0,60
f000944,1,30
f000945,0,50
f000947,0,50
f000951,1,20
f000953,0,20
f000954,0,20
f000955,0,30
f000956,1,50
f000957,1,40
f000958,1,30
f000960,0,30
f000963,1,50
f000970,1,50
f000971,1,30
f000972,1,40
f000974,0,30
f000975,1,30
f000976,1,40
f000977,0,30
f000981,0,40
f000988,1,20
f000994,0,30
f000995,0,50
f000997,1,30
f000998,0,30
f001000,1,30
f001004,0,30
f001011,1,50
f001012,0,40
f001013,1,30
f001014,1,40
f001015,1,20
f001019,0,40
f001020,0,30
f001024,1,40
f001027,1,60
f001028,1,50
f001031,1,40
f001033,1,30
f001037,0,30
f001038,0,40
f001043,1,30
f001045,1,30
f001047,0,40
f001048,1,20
f001050,0,20
f001051,1,40
f001058,1,30
f001061,0,40
f001062,0,20
f001063,0,60
f001070,0,60
f001071,1,40
f001072,0,50
f001073,0,40
f001075,1,30
f001077,0,40
f001078,1,20
f001082,1,30
f001083,1,50
f001093,1,60
f001097,1,30
f001098,0,50
f001099,1,30
f001100,1,30
f001101,0,30
f001104,1,40
f001108,1,40
f001109,0,50
f001110,1,40
f001111,1,20
f001114,0,20
f001120,1,40
f001125,1,30
f001129,1,30
f001130,1,40
f001132,1,50
f001133,0,40
f001136,0,50
f001137,0,30
f001140,1,40
f001141,0,40
f001146,1,20
f001148,1,50
f001151,1,30
f001154,0,30
f001161,1,50
f001162,0,40
f001164,1,40
f001165,1,40
f001168,0,50
f001170,0,50
f001173,1,40
f001178,0,30
f001179,1,40
f001180,1,20
f001182,1,40
f001185,1,40
f001186,1,30
f001187,1,30
f001188,0,30
f001189,0,50
f001192,0,50
f001196,0,30
f001197,0,30
f001198,0,40
f001202,0,30
f001203,0,20
f001204,1,20
f001205,1,30
f001208,0,30
f001212,1,50
f001215,0,20
f001216,0,20
f001217,1,30
f001219,1,40
f001223,1,40
f001224,1,30
f001232,1,20
f001234,0,50
f001235,1,20
f001237,1,20
f001238,1,50
f001240,0,50
f001243,1,30
f001244,0,40
f001246,0,40
f001250,0,50
f001251,0,40
f001252,0,60
f001253,0,40
f001254,1,30
f001255,0,20
f001256,1,40
f001257,1,20
f001258,1,30
f001259,0,30
f001264,0,50
f001266,1,50
f001268,1,40
f001271,1,20
f001272,0,30
f001273,0,30
f001275,0,40
f001276,0,30
f001278,0,50
f001279,0,30
f001281,1,40
f001282,0,20
f001287,1,60
f001292,0,20
f001294,0,30
f001296,1,20
f001299,0,50
f001308,0,30
f001309,1,40
f001311,1,50
f001312,1,40
f001315,0,30
f001317,0,50
f001319,1,50
f001324,0,30
f001327,1,20
f001328,1,30
f001331,1,30
f001333,1,20
f001335,1,40
f001338,0,20
f001350,1,50
f001353,1,40
f001354,1,40
f001355,1,20
f001356,1,30
f001357,1,30
f001358,0,30
f001359,0,20
f001364,0,50
f001365,1,30
f001369,0,40
f001370,0,20
f001372,0,40
f001373,0,30
f001374,1,50
f001378,0,30
f001379,0,60
f001381,1,50
f001384,0,20
f001385,0,30
f001392,1,40
f001393,1,20
f001400,1,20
f001402,1,20
f001405,0,50
f001406,1,20
f001410,1,40
f001413,0,40
f001414,1,30
f001418,1,30
f001419,0,60
f001423,1,30
f001424,1,20
f001426,1,40
f001427,0,50
f001430,1,20
f001433,1,40
f001438,0,30
f001443,1,50
f001444,1,50
