course_id,user_id,satisfaction,travel_type,person,season,means_tp
e_e007200,e007200,5,1;3;4;6;12,1,1,1
e_e007202,e007202,5,3;4;12,7,1,2
e_e007203,e007203,4,1;3;6;9;12,1,1,2
e_e007205,e007205,5,1;4,1,1,2
e_e007207,e007207,4,1;4,1,1,1
e_e007213,e007213,4,1;3;4;6;7;11,5,2,2
e_e007214,e007214,1,1;2;3;11,5,1,2
e_e007216,e007216,5,1;11,5,2,1
e_e007217,e007217,4,1;4;7;12,7,1,2
e_e007218,e007218,4,1;3;4,0,1,1
e_e007219,e007219,5,1;3;10;12,7,1,2
e_e007221,e007221,4,3;4;7;9;11;12,0,1,2
e_e007227,e007227,4,1;3;4,1,1,1
e_e007228,e007228,4,1;2;4;7,0,1,2
e_e007231,e007231,4,1;2;3;4;7;10,1,1,1
e_e007236,e007236,4,1;2;4,0,1,2
e_e007239,e007239,5,1;2;7;9,4,1,2
e_e007242,e007242,3,1;3;4;7;12,1,1,0
e_e007243,e007243,3,1;3;7;10,0,1,0
e_e007245,e007245,4,1;4;7;9,5,1,0
e_e007249,e007249,5,1;3;4;12,7,1,0
e_e007255,e007255,5,1;3;4;7,5,1,1
e_e007268,e007268,1,2;7;12,7,1,2
e_e007269,e007269,5,1;2,4,1,2
e_e007270,e007270,4,2;3;4;10;12,7,1,2
e_e007272,e007272,4,3;4,7,1,1
e_e007277,e007277,5,1;2;6;7;9;12,4,1,2
e_e007289,e007289,4,1,7,1,2
e_e007294,e007294,4,1;2;3;7;9;11;12,5,1,2
e_e007296,e007296,4,1;3;4,1,1,1
e_e007301,e007301,4,7;9,1,1,2
e_e007304,e007304,5,1;3;6;9,5,1,1
e_e007306,e007306,5,1;3;4;7;9;12,1,1,2
e_e007310,e007310,4,1;3;6;10;11;12,0,1,0
e_e007311,e007311,3,1;2;4;6;7,5,1,0
e_e007312,e007312,5,1;3;10,7,1,0
e_e007315,e007315,5,1;7,1,1,2
e_e007316,e007316,4,1;3;4;12,1,1,1
e_e007328,e007328,5,1;4;7;12,4,1,2
e_e007332,e007332,4,3;6;7,5,1,1
e_e007334,e007334,4,1;3;4,7,1,2
e_e007338,e007338,4,1;7;9,5,1,2
e_e007339,e007339,5,1;4;7;12,7,1,2
e_e007341,e007341,4,1;4;12,5,1,1
e_e007342,e007342,5,1;2;3;12,1,1,2
e_e007354,e007354,4,1;4;12,5,1,2
e_e007357,e007357,5,1;3;10,4,1,2
e_e007362,e007362,4,1;3;10,0,1,2
e_e007368,e007368,5,1;4;12,1,1,1
e_e007379,e007379,4,1;3;4;7;9,5,1,1
e_e007385,e007385,5,1;3;4,1,1,1
e_e007388,e007388,4,1;2;7;12,4,1,1
e_e007391,e007391,5,1;3;9,5,1,1
e_e007394,e007394,4,1;3;4,1,1,1
e_e007399,e007399,5,2,1,1,1
e_e007402,e007402,3,2;7,5,1,1
e_e007403,e007403,3,1;3;4;7;9,4,1,1
e_e007408,e007408,4,1;9;12,1,1,2
e_e007409,e007409,5,1;2;7;9,1,1,1
e_e007421,e007421,5,1;2;3;4;6;12,1,1,1
e_e007425,e007425,4,4;7;9,1,1,2
e_e007430,e007430,4,1;3;7;9;10,5,1,1
e_e007431,e007431,4,1;2;3;12,5,1,1
e_e007437,e007437,4,2;3;4,5,1,1
e_e007441,e007441,4,1;6;7,1,1,2
e_e007450,e007450,4,1;3;4;7,5,1,1
e_e007452,e007452,5,1;3;4,1,1,1
e_e007453,e007453,4,1;3;4,4,1,1
e_e007460,e007460,4,1;3;9;11;12,1,2,1
e_e007474,e007474,3,1;2;7;12,4,1,1
e_e007480,e007480,5,1;2;3;4;11;12,5,1,1
e_e007482,e007482,4,1;2;3;4,1,1,2
e_e007484,e007484,5,2;7,4,1,1
e_e007488,e007488,4,1;2;6;7,5,1,1
e_e007491,e007491,3,2;6;12,1,1,2
e_e007496,e007496,4,1;4;6,6,1,2
e_e007497,e007497,5,1;3;4;6,1,1,2
e_e007504,e007504,5,1;2;3;4,1,1,1
e_e007509,e007509,5,1;4;12,7,2,2
e_e007512,e007512,5,1;2;7;12,1,1,1
e_e007515,e007515,4,1;2;3,1,1,1
e_e007518,e007518,5,1;3;9;12,1,1,1
e_e007527,e007527,5,1;2;3;6;10;11,5,1,1
e_e007533,e007533,4,1;2;4;7;12,7,2,2
e_e007534,e007534,4,1;3;4,1,1,1
e_e007538,e007538,5,1;2;3;4;7;9;12,5,1,1
e_e007540,e007540,3,4;7;10;12,4,1,2
e_e007546,e007546,5,1;3;4;10;12,6,1,2
e_e007548,e007548,5,1;3;4;9;11;12,1,1,2
e_e007552,e007552,4,1;2;4;12,5,1,2
e_e007557,e007557,4,1;3;4;12,4,1,2
e_e007562,e007562,4,1;4;7;12,1,1,2
e_e007567,e007567,4,1;2;3;7,5,1,2
e_e007572,e007572,4,2;6;10,5,2,1
e_e007573,e007573,4,1;4,0,1,1
e_e007574,e007574,5,4;7;11,0,1,2
e_e007575,e007575,5,1;2,1,2,1
e_e007581,e007581,5,1;2;7;12,1,1,2
e_e007583,e007583,5,1;3;4,1,1,1
e_e007584,e007584,5,2;3;4,5,1,1
e_e007585,e007585,3,1;3;4;9,5,1,0
e_e007586,e007586,4,1;3;10;12,2,1,0
e_e007590,e007590,4,1;4;6;9,5,1,1
e_e007591,e007591,1,1;2;9,7,1,2
e_e007593,e007593,5,4;12,5,1,1
e_e007597,e007597,5,1;6,7,1,2
e_e007598,e007598,4,1;3;4,1,1,2
e_e007603,e007603,4,1;6;7,4,1,1
e_e007606,e007606,5,1;4;6,4,1,2
e_e007607,e007607,5,1;3;4;12,1,1,1
e_e007610,e007610,5,1;4;9;12,1,1,2
e_e007615,e007615,5,1;2;9,6,1,2
e_e007621,e007621,4,1;3;11,5,1,2
e_e007625,e007625,5,1;4;12,4,1,1
e_e007631,e007631,4,12,1,1,1
e_e007634,e007634,4,3;4;7,1,1,1
e_e007637,e007637,3,1;2;3;10;12,7,1,2
e_e007643,e007643,4,1;4;6;12,1,1,2
e_e007647,e007647,2,1;3;4;6;12,1,1,1
e_e007653,e007653,4,1;3;4;6,5,1,1
e_e007656,e007656,4,1;2;4,1,1,2
e_e007660,e007660,5,2;4;7;12,5,1,2
e_e007673,e007673,4,1;10;12,5,1,1
e_e007674,e007674,5,3;9;10,7,1,2
e_e007677,e007677,5,1;6;7;10;12,7,1,2
e_e007678,e007678,5,1;3;4,7,1,2
e_e007679,e007679,3,1;2;4;9,0,1,1
e_e007682,e007682,4,1;4;12,1,1,2
e_e007684,e007684,2,2;9,1,1,2
e_e007689,e007689,3,1;3;4;9,5,1,1
e_e007690,e007690,4,1;3;12,4,1,1
e_e007693,e007693,5,1;3;4,7,1,1
e_e007704,e007704,5,1;4;6,5,1,1
e_e007705,e007705,4,1;3;4;7,1,1,1
e_e007708,e007708,3,1;4;10,5,1,2
e_e007714,e007714,4,1;7;12,7,1,2
e_e007743,e007743,5,1;2;12,4,1,2
e_e007745,e007745,5,1;9;12,0,1,2
e_e007746,e007746,4,1;3;4;9;12,1,1,2
e_e007748,e007748,4,1;6;12,1,1,0
e_e007749,e007749,4,1;3;7;9,1,1,0
e_e007752,e007752,5,1;4;6;12,4,1,0
e_e007753,e007753,5,1;2;3;4;11;12,5,1,0
e_e007756,e007756,4,2;3;7,0,1,0
e_e007757,e007757,5,1;3;4;6,5,1,0
e_e007758,e007758,5,1;3;10,7,1,0
e_e007759,e007759,3,1;7;12,7,1,0
e_e007760,e007760,5,1;4;10,5,1,0
e_e007761,e007761,4,11;12,1,1,0
e_e007762,e007762,4,1;2;3;6;10;11;12,7,1,0
e_e007764,e007764,5,1;2;4;6,2,1,0
e_e007765,e007765,3,2;3;7;12,0,1,0
e_e007766,e007766,5,1;4;7;9,7,1,0
e_e007767,e007767,4,1;3;4;7,0,1,0
e_e007768,e007768,4,1;2;6;7,4,1,0
e_e007770,e007770,5,3;4;6,5,1,0
e_e007772,e007772,4,6;7;9;10;12,4,1,0
e_e007773,e007773,3,1;4;7,7,1,0
e_e007775,e007775,4,1;4;6;10,5,1,0
e_e007778,e007778,4,1;3;4;12,1,1,0
e_e007779,e007779,5,1;4;7;10,5,1,0
e_e007781,e007781,5,1;3;4;12,7,1,0
e_e007783,e007783,4,1;4;9;12,1,1,0
e_e007788,e007788,3,1;2;4;7;12,7,1,0
e_e007789,e007789,4,1;3;10;12,7,1,0
e_e007791,e007791,5,1;2;3;9,0,1,0
e_e007792,e007792,4,3;6;9;11,0,1,0
e_e007793,e007793,3,1;2;9;12,1,1,0
e_e007794,e007794,5,1;3;10;11,7,1,0
e_e007796,e007796,3,2;4;7;9;10,7,1,0
e_e007797,e007797,4,1;3;6;7;11;12,5,1,0
e_e007800,e007800,3,1;3;4;9;10;12,7,1,0
e_e007802,e007802,4,6;7;12,5,1,0
e_e007803,e007803,4,1;2;3;7,5,1,0
e_e007804,e007804,5,1;10;12,7,1,0
e_e007806,e007806,5,1;4;12,7,1,0
e_e007807,e007807,4,1;2;6;7;9,1,1,0
e_e007809,e007809,3,1;4;6;10,7,1,0
e_e007812,e007812,5,1;2;4;7,2,1,0
e_e007815,e007815,5,1;4;10;12,7,1,0
e_e007816,e007816,5,1;4;7;10;12,5,1,0
e_e007817,e007817,4,1;4;6;12,4,1,0
e_e007818,e007818,4,1;3;4,7,1,0
e_e007819,e007819,4,1;3;4;7,5,1,0
e_e007821,e007821,4,1;7,7,1,0
e_e007822,e007822,4,1;3;4;10,7,1,0
e_e007825,e007825,4,1;2;3;4;7;12,0,1,0
e_e007826,e007826,5,1;2;12,7,1,0
e_e007829,e007829,4,1;3;4,5,1,0
e_e007831,e007831,3,1;12,7,1,0
e_e007832,e007832,4,1;2;3;6;9;12,7,1,0
e_e007833,e007833,5,1;6;10;12,7,1,0
e_e007834,e007834,4,3;6;7;12,1,1,0
e_e007835,e007835,5,1;3;7,5,1,0
e_e007836,e007836,4,1;4;7,7,1,0
e_e007837,e007837,4,1;3;6;10,7,1,0
e_e007838,e007838,5,1;3;4;6;9,5,1,0
e_e007839,e007839,3,1;2;4;7;9,5,1,0
e_e007844,e007844,5,1;2;3;7,0,1,0
e_e007845,e007845,3,2;3;4;6,5,1,0
e_e007847,e007847,5,1;2;9;12,7,1,0
e_e007848,e007848,4,1;4;12,1,1,0
e_e007850,e007850,4,1;3;7;12,1,1,0
e_e007851,e007851,4,1;3;6;7;10;12,1,1,0
e_e007852,e007852,4,1;2;3;4;11;12,5,1,0
e_e007853,e007853,5,1;3;4;9,7,1,0
e_e007856,e007856,3,1;4;7;9;10;11;12,1,1,0
e_e007858,e007858,4,1;2;6;7;9,4,1,0
e_e007860,e007860,4,3;4;7,0,1,0
e_e007861,e007861,3,1;10;11,7,1,0
e_e007862,e007862,4,1;3;6;12,1,1,0
e_e007863,e007863,4,1;4;7,5,1,0
e_e007866,e007866,5,1;2;4;12,5,1,0
e_e007867,e007867,4,1;3;7;9,0,1,0
e_e007868,e007868,5,2;4,5,1,0
e_e007869,e007869,4,3;7;12,0,1,0
e_e007870,e007870,4,1;4;6,6,1,0
e_e007871,e007871,4,1;6;10,7,1,0
e_e007872,e007872,4,1;3;6;10,7,1,0
e_e007875,e007875,4,1;3;4,7,1,0
e_e007876,e007876,5,1;2;7;9,2,1,0
e_e007878,e007878,5,4;6;12,7,1,0
e_e007879,e007879,4,1;4;10,7,1,0
e_e007882,e007882,3,2;3;9,0,1,0
e_e007883,e007883,4,3;4;9;12,1,1,0
e_e007885,e007885,4,1;3;6;10;12,4,1,0
e_e007886,e007886,4,9;12,5,1,0
e_e007890,e007890,5,1;9,7,1,0
e_e007895,e007895,4,1;2;7;12,1,1,1
e_e007914,e007914,4,1;2;3;6;7;10,1,1,1
e_e007925,e007925,3,1;6;9,5,1,1
e_e007937,e007937,2,1;4;11;12,5,1,1
e_e007971,e007971,4,1;2;7,1,1,2
e_e007976,e007976,5,1;3;4;11,0,1,2
e_e007977,e007977,4,7;9;12,5,1,1
e_e007979,e007979,4,1;4;9,1,1,2
e_e007981,e007981,4,1;4;9,4,1,2
e_e007995,e007995,5,1;6;9,5,1,1
e_e008006,e008006,3,1;3;9,5,1,1
e_e008007,e008007,5,1;2;3;4,1,2,2
e_e008027,e008027,5,1;4;12,4,1,1
e_e008030,e008030,5,1;2;3;4;6,1,1,1
e_e008048,e008048,5,1;7;9,1,1,2
e_e008053,e008053,4,1;4;7;12,1,1,1
e_e008056,e008056,5,1;2;3;4;7;12,5,1,2
e_e008057,e008057,5,1;3;4,1,1,1
e_e008069,e008069,4,1;2;7,4,1,2
e_e008076,e008076,4,1;2;3;4;11,1,2,2
e_e008079,e008079,4,1;3;6;12,7,1,2
e_e008089,e008089,4,2;3;6;7;11,0,1,2
e_e008098,e008098,5,1;2;3;4;7;9;10;11;12,1,1,2
e_e008113,e008113,4,1;2;3;4;7,1,1,2
e_e008119,e008119,3,3;4;7;10;12,1,1,2
e_e008124,e008124,5,1;2;3;4,1,2,1
e_e008129,e008129,3,2;7;12,4,1,2
e_e008133,e008133,3,1;2;4,1,1,2
e_e008165,e008165,5,1;4;10;11;12,1,1,1
e_e008170,e008170,5,1;3;4;9;10;11,0,1,1
e_e008174,e008174,5,1;2;9,5,1,1
e_e008178,e008178,4,1;4;12,5,1,2
e_e008181,e008181,4,1;3;4;6;12,1,1,1
e_e008195,e008195,5,1;2;3;4;9;12,1,1,2
e_e008201,e008201,3,1;4;6;9,1,1,1
e_e008211,e008211,4,1;9;12,4,1,2
e_e008214,e008214,5,1;4;7;12,1,1,2
e_e008218,e008218,5,1;2;4;7;12,5,1,2
e_e008226,e008226,5,1;12,1,1,2
e_e008231,e008231,4,2;3;4;12,1,1,2
e_e008243,e008243,4,3;4;9,1,1,1
e_e008245,e008245,4,1;3;4;12,1,1,2
e_e008247,e008247,3,1;3;7,6,1,2
e_e008250,e008250,5,6;7;9,5,1,1
e_e008258,e008258,4,1;3;4;7,4,1,1
e_e008283,e008283,4,1;2;3;4;6,1,1,2
e_e008286,e008286,5,1;3,4,1,1
e_e008290,e008290,4,2;3;11,5,1,2
e_e008291,e008291,5,4;7;12,1,1,0
e_e008292,e008292,4,2,7,1,0
e_e008293,e008293,5,1;2;3;6;10;12,7,1,0
e_e008294,e008294,4,1;3;4;7;12,1,1,0
e_e008295,e008295,4,1;3;4,5,1,0
e_e008296,e008296,3,3;4;7;12,0,1,0
e_e008297,e008297,5,1;4,5,1,0
e_e008298,e008298,4,1;2;4,5,1,0
e_e008299,e008299,5,1;3;9;10;12,7,1,0
e_e008300,e008300,4,1;2;7;12,1,1,0
e_e008301,e008301,4,1;2;7;9,7,1,0
e_e008302,e008302,5,1;3;12,5,1,0
e_e008303,e008303,5,3;4;7,0,1,0
e_e008304,e008304,4,1;3;9;10,7,1,0
e_e008305,e008305,4,1;4;6;7;9,5,1,0
e_e008307,e008307,3,1;2;6;7,4,1,0
e_e008309,e008309,5,6;9,4,1,0
e_e008310,e008310,3,1;6;9,5,1,0
e_e008311,e008311,5,1;2;7;9;12,7,1,0
e_e008312,e008312,5,1;2;7;9,6,1,0
e_e008313,e008313,5,3;6;7;12,0,1,0
e_e008319,e008319,5,1;3;9;10;12,7,1,0
e_e008320,e008320,4,1;3;4,5,1,0
e_e008321,e008321,5,1;2;4;12,7,1,0
e_e008322,e008322,4,1;2;9;10;11;12,7,1,0
e_e008323,e008323,4,1;2;9;12,4,1,0
e_e008324,e008324,4,1;3;4;12,0,1,0
e_e008326,e008326,4,1;7,7,1,0
e_e008328,e008328,5,1;3;4;10;12,7,1,0
e_e008329,e008329,5,1;3;9,0,1,0
e_e008330,e008330,4,1;3;4;9;11,1,1,0
e_e008332,e008332,4,1;2;10;12,7,1,0
e_e008333,e008333,5,1;3;10;11,7,1,0
e_e008334,e008334,3,1;2;4;6;7,5,1,0
e_e008338,e008338,4,1;6;9,4,1,0
e_e008341,e008341,5,1;4;7;12,1,1,0
e_e008342,e008342,4,2;7;12,1,1,0
e_e008344,e008344,4,1;7;9;12,4,1,0
e_e008346,e008346,5,1;7;12,1,1,0
e_e008347,e008347,3,4;6;9;12,1,1,0
e_e008348,e008348,5,1;2;6;7,4,1,0
e_e008354,e008354,3,1;3;9;12,5,1,1
e_e008355,e008355,4,1;7;9;12,1,1,2
e_e008364,e008364,3,1;3;4;7,5,1,2
e_e008369,e008369,5,1;4;12,1,1,1
e_e008390,e008390,4,1;2;3;4;6;10,1,1,1
e_e008404,e008404,5,1;3;4,1,1,1
e_e008407,e008407,5,3;4;10;11,4,1,1
e_e008414,e008414,3,1;4,4,1,1
e_e008478,e008478,4,1;3;4,1,1,1
e_e008483,e008483,4,1;3;4;12,1,1,1
e_e008489,e008489,3,1;2;3;7;9;12,5,1,2
e_e008506,e008506,5,1;3;4;7,1,1,2
e_e008508,e008508,5,1;3;4;12,1,1,1
e_e008510,e008510,4,1;3;7,1,1,1
e_e008514,e008514,5,1;3;4;12,5,1,1
e_e008520,e008520,4,1;2;3;4;6;12,1,1,1
e_e008528,e008528,5,1;3;4;9,1,1,2
e_e008530,e008530,5,1;3;6;9,1,1,1
e_e008534,e008534,4,1;3;4;7;12,5,1,1
e_e008545,e008545,3,1;3;4;7;9;11,5,1,1
e_e008547,e008547,4,1;3;6;7;9,5,1,1
e_e008560,e008560,4,1;3;4;6;12,1,1,1
e_e008562,e008562,4,1;2;3;4;9;11,1,1,2
e_e008565,e008565,5,1;2;7;9,1,1,2
e_e008577,e008577,4,1;2;12,0,1,1
e_e008583,e008583,5,1;9,7,1,2
e_e008606,e008606,5,1;2;3;4;10;11,1,1,1
e_e008648,e008648,5,1;4;7,0,1,2
e_e008650,e008650,4,1;4;6;9;12,1,2,1
e_e008656,e008656,4,1;3;4;6,5,2,1
e_e008658,e008658,3,1;3;4,5,2,1
e_e008664,e008664,5,1;3;4;6;7;10,5,1,1
e_e008666,e008666,3,1;3;4;10;11,5,1,1
e_e008672,e008672,4,1;2;7;12,1,1,2
e_e008677,e008677,5,1;9,1,1,2
e_e008686,e008686,4,1;9,1,2,1
e_e008695,e008695,4,3;4;12,0,1,1
e_e008711,e008711,4,1;3;4;11;12,5,1,1
e_e008722,e008722,3,1;4;6;12,0,1,2
e_e008723,e008723,5,1;2;7;9,6,2,2
e_e008735,e008735,4,1;4;7;10,4,2,1
e_e008736,e008736,4,1;6,0,1,2
e_e008740,e008740,4,1;2;7,1,2,2
e_e008746,e008746,4,1;3;4;7;12,1,1,1
e_e008771,e008771,5,1;3;4;6;11,5,1,1
e_e008785,e008785,3,1;2;4;9,5,1,2
e_e008790,e008790,5,1;4;12,1,1,1
e_e008798,e008798,2,1;3;4;10;11,0,1,1
e_e008803,e008803,4,1;6;7,1,1,2
e_e008809,e008809,4,1;3,1,1,1
e_e008810,e008810,5,1;6,1,1,1
e_e008881,e008881,3,1;3;4;6;10;12,7,1,2
e_e008897,e008897,1,3;9;12,5,1,1
e_e008908,e008908,5,1;3;9,4,1,1
e_e008911,e008911,4,1;2;4,1,1,1
e_e008914,e008914,3,1;2;4,6,1,1
e_e008918,e008918,4,1;3;4,5,1,2
e_e008954,e008954,5,1;3;4,5,1,1
e_e008957,e008957,4,1;3;4;9;10;11,1,1,2
e_e008970,e008970,5,1;4;6;12,1,1,2
e_e008982,e008982,5,1;2;7;12,4,1,1
e_e008999,e008999,4,1;3;4;7;11,5,1,2
e_e009006,e009006,4,1;3;4;6;9;12,1,1,1
e_e009028,e009028,4,1;2;4;7,1,1,2
e_e009043,e009043,5,1;4;7;12,1,1,1
e_e009055,e009055,4,1;4;7;12,5,1,1
e_e009056,e009056,5,1;2;12,1,1,1
e_e009078,e009078,4,1;2;3;4;12,5,1,1
e_e009081,e009081,5,1;3,1,1,1
e_e009102,e009102,3,1;4;6,1,1,1
e_e009106,e009106,4,1;2;4;7,5,2,2
e_e009112,e009112,4,1;2;3;4;6;7,0,1,1
e_e009122,e009122,4,1;3;9,7,2,2
e_e009147,e009147,4,1;3;4;11,1,1,1
e_e009156,e009156,4,3;4;6;7;9;11,0,1,2
e_e009168,e009168,5,1;2;7;12,4,1,1
e_e009180,e009180,4,1;2;4;9,1,1,1
e_e009181,e009181,5,1;3,1,1,1
e_e009186,e009186,5,1;4;7,0,1,2
e_e009194,e009194,4,1;3;4,1,1,2
e_e009224,e009224,2,1;2;4;7,5,1,1
e_e009260,e009260,4,1;2;3;10;11,1,1,1
e_e009279,e009279,5,1;2;4;9,5,1,2
e_e009287,e009287,5,1;2;3;4;6,7,1,2
e_e009305,e009305,4,1;3;4;10,1,1,1
e_e009339,e009339,5,1;3;6;9,1,1,2
e_e009343,e009343,5,1;3;4;12,1,1,2
e_e009361,e009361,4,1;3;4;6;9,5,1,1
e_e009366,e009366,5,3;11;12,1,1,2
e_e009374,e009374,3,3;4,5,1,1
e_e009380,e009380,4,1;3;4,1,1,2
e_e009382,e009382,4,1;3;6,4,1,2
e_e009397,e009397,4,1;3;4;6;7;9,5,1,2
e_e009412,e009412,5,1;4;12,1,1,1
e_e009419,e009419,5,1;6,1,1,2
e_e009457,e009457,3,1;2;4;7;9,5,1,1
e_e009465,e009465,5,1;3;4,7,1,2
e_e009496,e009496,3,1;2;4;6;12,5,1,1
e_e009504,e009504,5,1;3;4;10,1,1,1
e_e009505,e009505,4,1;7;9,1,1,2
e_e009513,e009513,5,1;3;4;9;12,7,1,2
e_e009517,e009517,4,1;4;7;11,5,1,1
e_e009536,e009536,5,1;3;4,7,2,2
e_e009539,e009539,4,1;12,7,1,2
e_e009550,e009550,5,1;3;4;7;11;12,4,1,1
e_e009556,e009556,4,4;6;7,1,1,2
e_e009566,e009566,5,1;4;12,1,1,2
e_e009567,e009567,4,1;4;6;9,5,1,1
e_e009572,e009572,3,1;4,1,1,1
e_e009575,e009575,5,1;3;4;11,1,1,1
e_e009590,e009590,5,4;6;12,1,1,2
e_e009592,e009592,4,1;2;4;7;9,1,2,2
e_e009593,e009593,4,1;2;3;4;6;7;9;12,1,1,2
e_e009601,e009601,3,1;4;7;12,7,1,2
e_e009622,e009622,5,1;4;9;12,1,1,1
e_e009627,e009627,5,1;4;6;9,5,1,1
e_e009629,e009629,5,3;4;6,7,1,1
e_e009632,e009632,5,1;2;3;4;9;12,5,1,1
e_e009634,e009634,5,1;3;4;6;9;12,1,1,1
e_e009636,e009636,4,10;11;12,7,1,2
e_e009655,e009655,3,3;4;10,1,1,1
e_e009659,e009659,4,1;9;12,0,1,2
e_e009660,e009660,5,1;2;3;6;10;11;12,4,1,2
e_e009675,e009675,5,1;3;4;12,1,2,1
e_e009684,e009684,4,1;3,4,1,1
e_e009686,e009686,5,1;3;4,1,1,1
e_e009694,e009694,5,1;3;4,1,1,1
e_e009695,e009695,3,1;3;4,0,1,1
e_e009700,e009700,5,1;2;4;12,1,1,1
e_e009702,e009702,4,1;4;12,1,1,2
e_e009738,e009738,5,3;4;12,5,2,1
e_e009740,e009740,5,1;2;3;4;7;9;10;12,1,1,2
e_e009752,e009752,5,1;4;6;9;12,1,1,2
e_e009757,e009757,3,1;2;6;9,5,2,1
e_e009762,e009762,4,1;3;4;6,0,1,2
e_e009770,e009770,4,1;4;9,1,1,2
e_e009771,e009771,4,3;4;6,1,1,1
e_e009772,e009772,4,1;2;4;6,1,1,2
e_e009800,e009800,4,1;3;4;6;9;12,1,1,1
e_e009806,e009806,4,1;3;7;9,1,1,2
e_e009814,e009814,5,1;3;4;9;12,1,1,1
e_e009836,e009836,5,1;4;6;10,1,1,1
e_e009841,e009841,5,1;3;4;9;10,1,1,1
e_e009845,e009845,4,1;2;3,4,1,1
e_e009857,e009857,5,1;3;4;6,5,1,1
e_e009858,e009858,4,1;2;6;7;12,1,1,2
e_e009876,e009876,4,1;2;4,1,1,1
e_e009895,e009895,4,1;2;4;11;12,5,1,2
e_e009909,e009909,5,1;3;4;6;9;11,1,1,2
e_e009910,e009910,5,1;3;6;7;9,0,2,2
e_e009925,e009925,4,1;2;3;4,5,1,1
e_e009940,e009940,4,1;2;3;6;7,1,1,2
e_e009943,e009943,4,1;2;12,4,1,1
e_e009951,e009951,4,1;3;4;6,5,1,2
e_e009957,e009957,3,1;4;12,1,1,2
e_e009968,e009968,4,1;4;9;12,1,2,1
e_e010014,e010014,5,1;3;4;7,0,1,1
e_e010017,e010017,4,1;3;4;11,1,1,2
e_e010028,e010028,4,1;4;11,1,1,2
e_e010037,e010037,4,2;7;12,4,1,2
e_e010043,e010043,4,1;2;7;12,1,1,2
e_e010049,e010049,3,1;6;9;10;11,1,1,2
e_e010055,e010055,5,1;3;4;9;12,4,1,2
e_e010064,e010064,5,1;3;4,1,1,1
e_e010076,e010076,5,1;2;4;7;9;12,1,1,2
e_e010097,e010097,4,1;2;3;9;12,0,1,2
e_e010104,e010104,5,1;2;3;7;10;11,7,1,2
e_e010106,e010106,4,1;2;4;12,1,1,2
e_e010125,e010125,1,2;3;10;12,1,1,1
e_e010129,e010129,5,1;4;6,1,1,1
e_e010150,e010150,5,1;3;4;7;9,1,1,2
e_e010160,e010160,5,1;4,1,1,2
e_e010164,e010164,4,1;3;4;7,0,1,1
e_e010174,e010174,3,1;4;11;12,1,1,1
e_e010198,e010198,5,2;3;4;7,0,1,1
e_e010199,e010199,5,2;6,5,1,1
e_e010200,e010200,4,1;4;6;7;12,7,1,2
e_e010205,e010205,5,1;7;9,0,1,2
e_e010220,e010220,4,1;3;4;11,5,1,1
e_e010221,e010221,5,6;7;12,1,1,2
e_e010222,e010222,5,1;3;6,1,1,1
e_e010230,e010230,5,1;4;7,5,1,0
e_e010231,e010231,4,1;7;12,1,1,0
e_e010233,e010233,5,3;4;10;12,6,1,0
e_e010237,e010237,4,1;2;3;12,0,1,0
e_e010238,e010238,4,1;2;4;6,4,1,0
e_e010239,e010239,4,1;4;7;9,5,2,0
e_e010240,e010240,3,1;2;4;6;9;11,5,1,0
e_e010243,e010243,4,1;6,7,1,0
e_e010247,e010247,4,3;4;6;10;12,1,1,0
e_e010248,e010248,5,3;7;9;12,5,1,0
e_e010249,e010249,5,1;3;6;11;12,1,1,0
e_e010251,e010251,4,1;4;9;10,7,1,0
e_e010252,e010252,5,4;6;7,5,1,0
e_e010254,e010254,4,1;2;3;6;12,1,1,0
e_e010255,e010255,4,1;3;9;12,7,1,0
e_e010256,e010256,4,2;6;7,0,1,0
e_e010259,e010259,4,1;7;12,6,1,0
e_e010261,e010261,5,1;3;6;7;10;12,7,1,0
e_e010263,e010263,5,2;7;12,6,1,0
e_e010265,e010265,4,1;9;12,1,1,0
e_e010268,e010268,4,1;2;6;10,2,1,0
e_e010270,e010270,3,1;3;4;9,5,1,0
e_e010271,e010271,4,1;4;7;12,1,1,0
e_e010272,e010272,4,1;3;10,7,1,0
e_e010274,e010274,5,1;4;6;12,1,1,0
e_e010277,e010277,5,2;4;7,1,1,1
e_e010281,e010281,4,1;2;4;7;12,1,1,1
e_e010302,e010302,3,1;3;11,1,1,1
e_e010313,e010313,4,1;7;10;12,1,1,2
e_e010316,e010316,4,1;4;9,4,1,1
e_e010322,e010322,4,4;7;9,1,2,2
e_e010325,e010325,4,1;4;9,5,1,1
e_e010336,e010336,4,1;2;4;7;12,1,1,1
e_e010343,e010343,5,1;2;12,5,2,1
e_e010355,e010355,4,1;2,4,1,2
e_e010365,e010365,4,1;2;4;12,5,1,1
e_e010366,e010366,4,1;4;11,6,1,2
e_e010370,e010370,3,2;9;10;12,1,1,1
e_e010371,e010371,3,1;3;6;10;11;12,7,1,2
e_e010372,e010372,3,1;4;7,1,1,2
e_e010375,e010375,4,1;4;6;9,1,1,1
e_e010377,e010377,4,1;7;12,7,1,2
e_e010386,e010386,4,1;2;4;9,1,2,1
e_e010387,e010387,5,1;3;4;6;12,4,1,2
e_e010390,e010390,4,1;3;4,1,1,1
