course_id,user_id,start_date,end_date,means_tp,travel_type,person,satis
e_e003809,e003809,2023-07-08,2023-07-09,자가용,도시관광/건축물;문화시설;자연관광,2인 여행(가족 외),4
e_e003810,e003810,2023-07-01,2023-07-02,자가용,도시관광/건축물;문화시설;역사/문화유산,2인 가족 여행,4
e_e003812,e003812,2023-06-30,2023-07-02,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어,나홀로 여행,3
e_e003817,e003817,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;자연관광,나홀로 여행,4
e_e003819,e003819,2023-06-23,2023-06-25,대중교통 등,도시관광/건축물;온천/헬스케어;테마파크/공원,2인 여행(가족 외),5
e_e003821,e003821,2023-06-27,2023-06-28,대중교통 등,도시관광/건축물;문화시설;쇼핑;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e003826,e003826,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;역사/문화유산,자녀 동반 여행,4
e_e003830,e003830,2023-07-01,2023-07-02,자가용,도시관광/건축물;쇼핑;온천/헬스케어;테마파크/공원,2인 가족 여행,4
e_e003833,e003833,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;쇼핑,2인 가족 여행,4
e_e003834,e003834,2023-06-23,2023-06-24,대중교통 등,문화시설;쇼핑;역사/문화유산,나홀로 여행,5
e_e003835,e003835,2023-06-24,2023-06-25,자가용,도시관광/건축물;온천/헬스케어;자연관광;테마파크/공원,2인 여행(가족 외),3
e_e003840,e003840,2023-06-30,2023-07-02,자가용,도시관광/건축물;문화시설;쇼핑;온천/헬스케어,나홀로 여행,5
e_e003841,e003841,2023-06-24,2023-06-26,자가용,도시관광/건축물;쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e003842,e003842,2023-06-24,2023-06-25,자가용,도시관광/건축물;문화시설;쇼핑,2인 가족 여행,3
e_e003843,e003843,2023-06-25,2023-06-26,대중교통 등,도시관광/건축물;쇼핑;역사/문화유산,3인 이상 여행(가족 외),4
e_e003844,e003844,2023-06-24,2023-06-25,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;온천/헬스케어;테마파크/공원,3대 동반 여행(친척 포함),4
e_e003845,e003845,2023-07-07,2023-07-09,대중교통 등,도시관광/건축물;온천/헬스케어;테마파크/공원,2인 여행(가족 외),4
e_e003846,e003846,2023-07-09,2023-07-11,자가용,도시관광/건축물;온천/헬스케어,자녀 동반 여행,3
e_e003848,e003848,2023-06-25,2023-06-26,대중교통 등,도시관광/건축물;쇼핑;역사/문화유산;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e003850,e003850,2023-07-01,2023-07-03,자가용,도시관광/건축물;쇼핑;온천/헬스케어,2인 가족 여행,4
e_e003851,e003851,2023-06-24,2023-06-26,자가용,도시관광/건축물;문화시설;온천/헬스케어;자연관광,3대 동반 여행(친척 포함),4
e_e003853,e003853,2023-06-29,2023-06-30,대중교통 등,도시관광/건축물;문화시설;역사/문화유산;자연관광;테마파크/공원,3인 이상 여행(가족 외),4
e_e003855,e003855,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;역사/문화유산;축제/공연/이벤트;테마파크/공원,나홀로 여행,4
e_e003856,e003856,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;역사/문화유산;온천/헬스케어;자연관광;체험관광;테마파크/공원,2인 여행(가족 외),4
e_e003857,e003857,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;자연관광,3인 이상 여행(가족 외),5
e_e003858,e003858,2023-06-24,2023-06-26,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산;체험관광;테마파크/공원,나홀로 여행,5
e_e003866,e003866,2023-06-28,2023-06-30,대중교통 등,도시관광/건축물;자연관광;테마파크/공원,나홀로 여행,4
e_e003867,e003867,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑,2인 여행(가족 외),4
e_e003868,e003868,2023-06-25,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;쇼핑,자녀 동반 여행,3
e_e003870,e003870,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;테마파크/공원,3대 동반 여행(친척 포함),4
e_e003879,e003879,2023-06-30,2023-07-02,대중교통 등,도시관광/건축물;문화시설;쇼핑;온천/헬스케어;테마파크/공원,2인 여행(가족 외),5
e_e003882,e003882,2023-06-25,2023-06-26,대중교통 등,레포츠/야외활동;온천/헬스케어;테마파크/공원,나홀로 여행,5
e_e003885,e003885,2023-07-07,2023-07-09,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어;자연관광,2인 여행(가족 외),4
e_e003886,e003886,2023-07-03,2023-07-05,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;테마파크/공원,3인 이상 여행(가족 외),4
e_e003887,e003887,2023-06-23,2023-06-24,대중교통 등,레포츠/야외활동;온천/헬스케어;테마파크/공원,2인 여행(가족 외),4
e_e003890,e003890,2023-07-01,2023-07-03,자가용,도시관광/건축물;레포츠/야외활동;문화시설;축제/공연/이벤트;테마파크/공원,2인 여행(가족 외),5
e_e003891,e003891,2023-07-01,2023-07-03,자가용,레포츠/야외활동;체험관광;테마파크/공원,자녀 동반 여행,4
e_e003892,e003892,2023-06-24,2023-06-26,대중교통 등,도시관광/건축물;문화시설;쇼핑;온천/헬스케어;축제/공연/이벤트,2인 여행(가족 외),4
e_e003894,e003894,2023-06-26,2023-06-27,대중교통 등,도시관광/건축물;문화시설;쇼핑;테마파크/공원,나홀로 여행,3
e_e003896,e003896,2023-06-25,2023-06-27,자가용,문화시설;쇼핑;온천/헬스케어;테마파크/공원,자녀 동반 여행,5
e_e003898,e003898,2023-06-25,2023-06-27,자가용,도시관광/건축물;자연관광,2인 가족 여행,4
e_e003900,e003900,2023-07-08,2023-07-09,대중교통 등,도시관광/건축물;레포츠/야외활동;쇼핑;역사/문화유산;테마파크/공원,2인 여행(가족 외),4
e_e003905,e003905,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;역사/문화유산;테마파크/공원,부모 동반 여행,4
e_e003906,e003906,2023-07-08,2023-07-09,대중교통 등,도시관광/건축물;문화시설;역사/문화유산;온천/헬스케어;자연관광,2인 가족 여행,4
e_e003909,e003909,2023-06-24,2023-06-25,자가용,레포츠/야외활동;역사/문화유산;온천/헬스케어;자연관광;체험관광;축제/공연/이벤트;테마파크/공원,자녀 동반 여행,5
e_e003915,e003915,2023-06-24,2023-06-25,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;테마파크/공원,2인 가족 여행,5
e_e003928,e003928,2023-07-02,2023-07-04,자가용,도시관광/건축물;쇼핑;온천/헬스케어,2인 가족 여행,5
e_e003929,e003929,2023-07-22,2023-07-23,자가용,도시관광/건축물;문화시설;온천/헬스케어;자연관광;체험관광;축제/공연/이벤트,나홀로 여행,4
e_e003933,e003933,2023-06-24,2023-06-25,자가용,도시관광/건축물;쇼핑;온천/헬스케어,2인 여행(가족 외),4
e_e003935,e003935,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;문화시설;쇼핑,3인 이상 여행(가족 외),3
e_e003937,e003937,2023-07-08,2023-07-09,자가용,도시관광/건축물;문화시설;쇼핑,자녀 동반 여행,5
e_e003945,e003945,2023-07-08,2023-07-10,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;역사/문화유산;온천/헬스케어;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e003949,e003949,2023-06-27,2023-06-28,대중교통 등,도시관광/건축물;레포츠/야외활동,나홀로 여행,4
e_e003954,e003954,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;자연관광,2인 가족 여행,4
e_e003958,e003958,2023-07-06,2023-07-08,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;체험관광,2인 여행(가족 외),3
e_e003962,e003962,2023-07-01,2023-07-03,자가용,도시관광/건축물;역사/문화유산;온천/헬스케어;자연관광;체험관광,2인 가족 여행,4
e_e003963,e003963,2023-06-24,2023-06-26,자가용,도시관광/건축물;쇼핑;역사/문화유산;온천/헬스케어;테마파크/공원,2인 가족 여행,4
e_e003964,e003964,2023-06-24,2023-06-26,자가용,도시관광/건축물;레포츠/야외활동;쇼핑,2인 여행(가족 외),4
e_e003965,e003965,2023-06-25,2023-06-26,자가용,도시관광/건축물;쇼핑;역사/문화유산;자연관광,나홀로 여행,3
e_e003967,e003967,2023-06-24,2023-06-26,자가용,레포츠/야외활동;쇼핑;자연관광,나홀로 여행,4
e_e003968,e003968,2023-07-07,2023-07-09,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;역사/문화유산;온천/헬스케어;자연관광;체험관광,2인 여행(가족 외),5
e_e003971,e003971,2023-06-24,2023-06-25,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;체험관광,자녀 동반 여행,4
e_e003975,e003975,2023-06-25,2023-06-27,자가용,레포츠/야외활동;문화시설;온천/헬스케어;축제/공연/이벤트;테마파크/공원,3대 동반 여행(친척 포함),5
e_e003976,e003976,2023-06-28,2023-06-29,자가용,온천/헬스케어;자연관광;테마파크/공원,나홀로 여행,4
e_e003978,e003978,2023-06-27,2023-06-28,자가용,레포츠/야외활동;온천/헬스케어,3인 이상 여행(가족 외),3
e_e003980,e003980,2023-07-03,2023-07-05,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;자연관광;테마파크/공원,2인 가족 여행,4
e_e003985,e003985,2023-07-08,2023-07-10,자가용,도시관광/건축물;체험관광,2인 가족 여행,4
e_e003992,e003992,2023-06-28,2023-06-29,자가용,도시관광/건축물;레포츠/야외활동;역사/문화유산;온천/헬스케어;테마파크/공원,나홀로 여행,4
e_e003996,e003996,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산,2인 여행(가족 외),4
e_e003997,e003997,2023-07-22,2023-07-23,대중교통 등,도시관광/건축물;문화시설;쇼핑;테마파크/공원,2인 여행(가족 외),4
e_e003998,e003998,2023-07-02,2023-07-03,자가용,도시관광/건축물;문화시설;쇼핑;온천/헬스케어;체험관광,자녀 동반 여행,4
e_e003999,e003999,2023-07-03,2023-07-04,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;자연관광;테마파크/공원,2인 여행(가족 외),5
e_e004005,e004005,2023-07-08,2023-07-10,대중교통 등,도시관광/건축물;문화시설;역사/문화유산;온천/헬스케어;자연관광;체험관광,2인 여행(가족 외),4
e_e004010,e004010,2023-06-30,2023-07-02,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;자연관광,2인 가족 여행,4
e_e004013,e004013,2023-07-06,2023-07-07,대중교통 등,레포츠/야외활동;문화시설;역사/문화유산;자연관광;테마파크/공원,2인 가족 여행,5
e_e004017,e004017,2023-06-28,2023-06-30,자가용,도시관광/건축물;레포츠/야외활동;쇼핑,2인 여행(가족 외),3
e_e004020,e004020,2023-07-06,2023-07-08,자가용,도시관광/건축물;문화시설;온천/헬스케어;축제/공연/이벤트;테마파크/공원,자녀 동반 여행,5
e_e004025,e004025,2023-07-07,2023-07-09,자가용,레포츠/야외활동;온천/헬스케어,자녀 동반 여행,4
e_e004027,e004027,2023-06-27,2023-06-28,자가용,레포츠/야외활동;온천/헬스케어;자연관광,3인 이상 여행(가족 외),3
e_e004033,e004033,2023-07-02,2023-07-03,대중교통 등,도시관광/건축물;문화시설;쇼핑;자연관광,나홀로 여행,4
e_e004034,e004034,2023-07-03,2023-07-05,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어,부모 동반 여행,4
e_e004037,e004037,2023-06-26,2023-06-28,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어,나홀로 여행,4
e_e004042,e004042,2023-07-05,2023-07-07,대중교통 등,레포츠/야외활동;문화시설;온천/헬스케어;자연관광;테마파크/공원,나홀로 여행,4
e_e004044,e004044,2023-06-28,2023-06-30,대중교통 등,도시관광/건축물;문화시설;쇼핑;축제/공연/이벤트,나홀로 여행,5
e_e004048,e004048,2023-07-01,2023-07-03,자가용,도시관광/건축물;문화시설;온천/헬스케어;자연관광;테마파크/공원,3대 동반 여행(친척 포함),5
e_e004050,e004050,2023-07-02,2023-07-03,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;자연관광,자녀 동반 여행,4
e_e004051,e004051,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;쇼핑;역사/문화유산;자연관광,자녀 동반 여행,4
e_e004053,e004053,2023-06-27,2023-06-28,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어;자연관광,나홀로 여행,3
e_e004057,e004057,2023-06-25,2023-06-26,자가용,레포츠/야외활동;온천/헬스케어;테마파크/공원,3인 이상 여행(가족 외),4
e_e004058,e004058,2023-07-07,2023-07-08,대중교통 등,쇼핑;역사/문화유산,나홀로 여행,5
e_e004062,e004062,2023-07-07,2023-07-09,대중교통 등,도시관광/건축물;역사/문화유산;온천/헬스케어;자연관광,나홀로 여행,5
e_e004065,e004065,2023-07-06,2023-07-08,자가용,레포츠/야외활동;쇼핑;온천/헬스케어;자연관광,2인 가족 여행,3
e_e004066,e004066,2023-07-02,2023-07-03,대중교통 등,도시관광/건축물;문화시설;쇼핑,나홀로 여행,4
e_e004071,e004071,2023-06-30,2023-07-02,대중교통 등,도시관광/건축물;역사/문화유산;온천/헬스케어;자연관광,2인 여행(가족 외),4
e_e004072,e004072,2023-07-01,2023-07-02,자가용,도시관광/건축물;문화시설;쇼핑;역사/문화유산,2인 가족 여행,4
e_e004073,e004073,2023-06-30,2023-07-02,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;온천/헬스케어,2인 여행(가족 외),4
e_e004074,e004074,2023-07-06,2023-07-08,대중교통 등,도시관광/건축물;문화시설;쇼핑,나홀로 여행,5
e_e004076,e004076,2023-07-02,2023-07-04,자가용,도시관광/건축물;온천/헬스케어,3대 동반 여행(친척 포함),5
e_e004084,e004084,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;온천/헬스케어;자연관광,2인 여행(가족 외),3
e_e004087,e004087,2023-07-08,2023-07-10,대중교통 등,도시관광/건축물;쇼핑;역사/문화유산;온천/헬스케어;자연관광,2인 가족 여행,4
e_e004090,e004090,2023-07-01,2023-07-03,자가용,쇼핑;역사/문화유산;테마파크/공원,나홀로 여행,3
e_e004100,e004100,2023-07-07,2023-07-09,자가용,도시관광/건축물;쇼핑;자연관광;테마파크/공원,2인 여행(가족 외),5
e_e004101,e004101,2023-06-30,2023-07-01,대중교통 등,쇼핑;자연관광;체험관광;테마파크/공원,자녀 동반 여행,3
e_e004105,e004105,2023-07-08,2023-07-09,자가용,도시관광/건축물;레포츠/야외활동;자연관광,2인 여행(가족 외),4
e_e004107,e004107,2023-07-03,2023-07-04,자가용,도시관광/건축물;쇼핑;온천/헬스케어;자연관광,나홀로 여행,4
e_e004114,e004114,2023-07-01,2023-07-02,자가용,도시관광/건축물;쇼핑;온천/헬스케어,2인 가족 여행,4
e_e004116,e004116,2023-07-08,2023-07-09,대중교통 등,도시관광/건축물;자연관광;테마파크/공원,나홀로 여행,3
e_e004122,e004122,2023-07-07,2023-07-09,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;온천/헬스케어,자녀 동반 여행,4
e_e004130,e004130,2023-07-02,2023-07-03,자가용,도시관광/건축물;문화시설;쇼핑;역사/문화유산;온천/헬스케어,자녀 동반 여행,3
e_e004132,e004132,2023-06-30,2023-07-01,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;자연관광,2인 여행(가족 외),4
e_e004135,e004135,2023-06-30,2023-07-01,자가용,도시관광/건축물;레포츠/야외활동;쇼핑,나홀로 여행,3
e_e004141,e004141,2023-07-01,2023-07-03,자가용,도시관광/건축물;문화시설;온천/헬스케어;자연관광,2인 여행(가족 외),5
e_e004142,e004142,2023-07-16,2023-07-18,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;체험관광;축제/공연/이벤트,자녀 동반 여행,4
e_e004146,e004146,2023-07-22,2023-07-24,대중교통 등,도시관광/건축물;온천/헬스케어;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e004148,e004148,2023-07-11,2023-07-13,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산;체험관광;축제/공연/이벤트,나홀로 여행,3
e_e004149,e004149,2023-07-16,2023-07-18,자가용,쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e004151,e004151,2023-06-29,2023-06-30,대중교통 등,도시관광/건축물;문화시설;온천/헬스케어,나홀로 여행,4
e_e004152,e004152,2023-07-01,2023-07-03,자가용,레포츠/야외활동;역사/문화유산;체험관광,자녀 동반 여행,5
e_e004154,e004154,2023-07-01,2023-07-02,자가용,도시관광/건축물;문화시설,2인 가족 여행,4
e_e004162,e004162,2023-06-29,2023-07-01,대중교통 등,레포츠/야외활동;문화시설;온천/헬스케어,나홀로 여행,4
e_e004165,e004165,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어;축제/공연/이벤트;테마파크/공원,부모 동반 여행,3
e_e004166,e004166,2023-07-08,2023-07-09,대중교통 등,도시관광/건축물;레포츠/야외활동;온천/헬스케어;자연관광;테마파크/공원,나홀로 여행,4
e_e004168,e004168,2023-07-15,2023-07-16,대중교통 등,도시관광/건축물;온천/헬스케어,2인 여행(가족 외),5
e_e004172,e004172,2023-07-08,2023-07-10,대중교통 등,도시관광/건축물;온천/헬스케어;자연관광,3인 이상 여행(가족 외),3
e_e004173,e004173,2023-06-30,2023-07-02,자가용,도시관광/건축물;온천/헬스케어,2인 여행(가족 외),5
e_e004174,e004174,2023-07-03,2023-07-05,대중교통 등,도시관광/건축물;레포츠/야외활동;쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e004184,e004184,2023-07-06,2023-07-08,자가용,도시관광/건축물;쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e004186,e004186,2023-07-03,2023-07-05,자가용,도시관광/건축물;레포츠/야외활동;문화시설;온천/헬스케어;테마파크/공원,자녀 동반 여행,4
e_e004187,e004187,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;자연관광;테마파크/공원,2인 여행(가족 외),3
e_e004190,e004190,2023-07-08,2023-07-10,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어,3인 이상 여행(가족 외),4
e_e004194,e004194,2023-07-03,2023-07-04,자가용,레포츠/야외활동;문화시설;온천/헬스케어;테마파크/공원,나홀로 여행,4
e_e004195,e004195,2023-07-08,2023-07-09,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어;자연관광,3인 이상 여행(가족 외),3
e_e004200,e004200,2023-07-09,2023-07-10,자가용,도시관광/건축물;레포츠/야외활동;자연관광,2인 여행(가족 외),4
e_e004205,e004205,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산,나홀로 여행,5
e_e004207,e004207,2023-06-29,2023-07-01,자가용,레포츠/야외활동;문화시설,3인 이상 여행(가족 외),3
e_e004214,e004214,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;레포츠/야외활동;쇼핑;역사/문화유산;온천/헬스케어,3인 이상 여행(가족 외),5
e_e004219,e004219,2023-06-30,2023-07-02,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산;온천/헬스케어;축제/공연/이벤트,나홀로 여행,5
e_e004220,e004220,2023-07-08,2023-07-10,대중교통 등,도시관광/건축물;문화시설;쇼핑;자연관광,나홀로 여행,5
e_e004222,e004222,2023-07-07,2023-07-08,자가용,도시관광/건축물;문화시설;쇼핑;역사/문화유산,2인 가족 여행,4
e_e004225,e004225,2023-06-29,2023-06-30,자가용,레포츠/야외활동;문화시설;쇼핑;역사/문화유산;체험관광;테마파크/공원,3인 이상 여행(가족 외),4
e_e004228,e004228,2023-07-01,2023-07-02,자가용,레포츠/야외활동;문화시설;역사/문화유산;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e004230,e004230,2023-07-02,2023-07-03,자가용,도시관광/건축물;레포츠/야외활동;역사/문화유산,부모 동반 여행,4
e_e004234,e004234,2023-07-01,2023-07-03,자가용,도시관광/건축물;문화시설;역사/문화유산,2인 여행(가족 외),5
e_e004237,e004237,2023-07-02,2023-07-03,자가용,도시관광/건축물;온천/헬스케어,3인 이상 여행(가족 외),3
e_e004238,e004238,2023-07-01,2023-07-03,자가용,도시관광/건축물;쇼핑;온천/헬스케어;테마파크/공원,자녀 동반 여행,5
e_e004239,e004239,2023-06-30,2023-07-02,자가용,도시관광/건축물;온천/헬스케어,자녀 동반 여행,4
e_e004240,e004240,2023-07-01,2023-07-03,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;온천/헬스케어;테마파크/공원,2인 여행(가족 외),5
e_e004241,e004241,2023-07-01,2023-07-03,자가용,도시관광/건축물;쇼핑;역사/문화유산,나홀로 여행,4
e_e004243,e004243,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어,3인 이상 여행(가족 외),5
e_e004244,e004244,2023-07-08,2023-07-09,대중교통 등,도시관광/건축물;온천/헬스케어;테마파크/공원,2인 여행(가족 외),5
e_e004245,e004245,2023-07-02,2023-07-03,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;역사/문화유산;자연관광,2인 여행(가족 외),4
e_e004247,e004247,2023-07-02,2023-07-04,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어;자연관광,2인 여행(가족 외),4
e_e004251,e004251,2023-07-01,2023-07-03,자가용,레포츠/야외활동;온천/헬스케어;자연관광,3인 이상 여행(가족 외),5
e_e004254,e004254,2023-06-30,2023-07-02,자가용,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;온천/헬스케어;축제/공연/이벤트;테마파크/공원,2인 여행(가족 외),4
e_e004256,e004256,2023-06-27,2023-06-29,자가용,도시관광/건축물;문화시설;쇼핑;역사/문화유산,자녀 동반 여행,4
e_e004260,e004260,2023-07-06,2023-07-08,대중교통 등,도시관광/건축물;문화시설;쇼핑;테마파크/공원,3인 이상 여행(가족 외),3
e_e004268,e004268,2023-07-02,2023-07-04,대중교통 등,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;자연관광,2인 여행(가족 외),4
e_e004281,e004281,2023-07-01,2023-07-03,대중교통 등,레포츠/야외활동;문화시설;축제/공연/이벤트,2인 여행(가족 외),5
e_e004288,e004288,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;문화시설;체험관광,나홀로 여행,5
e_e004291,e004291,2023-07-08,2023-07-10,자가용,도시관광/건축물;레포츠/야외활동;문화시설;쇼핑;테마파크/공원,2인 여행(가족 외),5
e_e004294,e004294,2023-07-01,2023-07-02,자가용,도시관광/건축물;레포츠/야외활동;테마파크/공원,자녀 동반 여행,5
e_e004295,e004295,2023-07-19,2023-07-20,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어,나홀로 여행,4
e_e004300,e004300,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;쇼핑,2인 여행(가족 외),5
e_e004304,e004304,2023-07-15,2023-07-16,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e004309,e004309,2023-07-08,2023-07-10,자가용,도시관광/건축물;레포츠/야외활동;온천/헬스케어,3인 이상 여행(가족 외),4
e_e004310,e004310,2023-07-01,2023-07-02,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;자연관광;테마파크/공원,3인 이상 여행(가족 외),5
e_e004313,e004313,2023-07-07,2023-07-09,자가용,레포츠/야외활동;온천/헬스케어;자연관광,나홀로 여행,4
e_e004315,e004315,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;쇼핑,2인 여행(가족 외),5
e_e004317,e004317,2023-08-05,2023-08-06,자가용,도시관광/건축물;문화시설;쇼핑;역사/문화유산;축제/공연/이벤트,2인 여행(가족 외),4
e_e004321,e004321,2023-07-07,2023-07-09,대중교통 등,도시관광/건축물;레포츠/야외활동,2인 여행(가족 외),4
e_e004324,e004324,2023-07-08,2023-07-10,자가용,쇼핑;역사/문화유산;온천/헬스케어,2인 가족 여행,5
e_e004326,e004326,2023-07-08,2023-07-10,자가용,도시관광/건축물;레포츠/야외활동;역사/문화유산;온천/헬스케어;자연관광,3인 이상 가족 여행(친척 포함),5
e_e004331,e004331,2023-06-30,2023-07-02,자가용,쇼핑;온천/헬스케어;테마파크/공원,자녀 동반 여행,4
e_e004333,e004333,2023-07-29,2023-07-30,자가용,도시관광/건축물;문화시설;역사/문화유산;온천/헬스케어,2인 가족 여행,5
e_e004334,e004334,2023-06-30,2023-07-02,대중교통 등,도시관광/건축물;문화시설;쇼핑;온천/헬스케어;자연관광,나홀로 여행,5
e_e004335,e004335,2023-07-22,2023-07-24,대중교통 등,도시관광/건축물;레포츠/야외활동;온천/헬스케어;테마파크/공원,2인 여행(가족 외),5
e_e004336,e004336,2023-06-30,2023-07-01,대중교통 등,레포츠/야외활동;문화시설;축제/공연/이벤트;테마파크/공원,나홀로 여행,3
e_e004338,e004338,2023-07-09,2023-07-10,대중교통 등,도시관광/건축물;레포츠/야외활동;쇼핑;자연관광,2인 가족 여행,5
e_e004340,e004340,2023-07-02,2023-07-03,자가용,도시관광/건축물;쇼핑,2인 여행(가족 외),4
e_e004341,e004341,2023-07-17,2023-07-19,대중교통 등,도시관광/건축물;문화시설;쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e004342,e004342,2023-07-03,2023-07-05,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산;축제/공연/이벤트,나홀로 여행,4
e_e004344,e004344,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;문화시설;역사/문화유산,나홀로 여행,5
e_e004349,e004349,2023-07-28,2023-07-30,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e004354,e004354,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;자연관광;테마파크/공원,2인 여행(가족 외),4
e_e004357,e004357,2023-07-01,2023-07-03,자가용,도시관광/건축물;레포츠/야외활동;쇼핑;온천/헬스케어;테마파크/공원,2인 여행(가족 외),4
e_e004360,e004360,2023-07-01,2023-07-02,대중교통 등,레포츠/야외활동;문화시설;테마파크/공원,나홀로 여행,3
e_e004369,e004369,2023-07-03,2023-07-05,대중교통 등,도시관광/건축물;쇼핑;온천/헬스케어,2인 여행(가족 외),5
e_e004371,e004371,2023-07-08,2023-07-09,자가용,도시관광/건축물;쇼핑;온천/헬스케어;자연관광,2인 여행(가족 외),4
e_e004372,e004372,2023-07-01,2023-07-03,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산;축제/공연/이벤트,2인 여행(가족 외),4
e_e004373,e004373,2023-06-30,2023-07-02,자가용,레포츠/야외활동;문화시설;쇼핑;역사/문화유산;온천/헬스케어,나홀로 여행,4
e_e004380,e004380,2023-07-01,2023-07-02,자가용,도시관광/건축물;레포츠/야외활동;자연관광;축제/공연/이벤트,자녀 동반 여행,4
e_e004381,e004381,2023-07-01,2023-07-02,대중교통 등,도시관광/건축물;문화시설;쇼핑;테마파크/공원,나홀로 여행,3
e_e004384,e004384,2023-07-16,2023-07-17,대중교통 등,도시관광/건축물;문화시설;쇼핑;역사/문화유산,3인 이상 여행(가족 외),5
e_e004390,e004390,2023-07-02,2023-07-03,자가용,도시관광/건축물;레포츠/야외활동;자연관광;체험관광;테마파크/공원,자녀 동반 여행,5
e_e004391,e004391,2023-07-08,2023-07-09,대중교통 등,도시관광/건축물;레포츠/야외활동;역사/문화유산,2인 가족 여행,3
